343625906746687489	-	-	noADR	-
326777403470925824	-	-	noADR	-
344240414573879297	-	-	noADR	-
351455090193858560	33	40	ADR	crazier
346655051051327488	77	97	ADR	descent into madness
347068062798843904	-	-	noADR	-
343255424683892736	47	55	ADR	insomnia
343255424683892736	79	87	ADR	insomnia
342998772105756672	-	-	noADR	-
344764641404145664	48	61	ADR	can't sleeeep
343362848266797057	85	94	ADR	depressed
343362848266797057	107	118	ADR	overreacted
341870428870037504	-	-	noADR	-
330317678180966401	0	105	ADR	last night I was a mermaid and then a wizard who had to save the world while being hunted by the japanese
340280399387312128	-	-	noADR	-
347305520585121793	12	18	ADR	puking
347305520585121793	28	36	ADR	headache
347305520585121793	45	58	ADR	throat is raw
343447619823095808	79	119	ADR	stop spending all of your income in food
349427091500040192	-	-	noADR	-
344942908404813824	-	-	noADR	-
340558355774967808	-	-	noADR	-
340558310979821571	-	-	noADR	-
342744900044980225	53	64	ADR	dehydration
351612615128133633	25	30	ADR	crazy
332308454372950016	110	114	ADR	hurt
343777549349965825	-	-	noADR	-
341423631601111041	-	-	noADR	-
342898027377340416	-	-	noADR	-
328054168260595713	57	62	ADR	drunk
342425358307577857	-	-	noADR	-
343743102630125569	-	-	noADR	-
348210061308469248	-	-	noADR	-
349181683293102080	98	116	ADR	increase my weight
340690595683106816	59	82	ADR	sleep for like 12 hours
343843296742866946	-	-	noADR	-
352904485598797826	-	-	noADR	-
343602588542959617	-	-	noADR	-
342206454083764224	-	-	noADR	-
332558185632239616	-	-	noADR	-
340737923777445890	62	82	ADR	don't want to get up
348574980843372544	-	-	noADR	-
352699823213920256	0	28	ADR	Horrendous venlafaxine dream
340971326019891201	-	-	noADR	-
345388600810143744	-	-	noADR	-
332115528632127489	90	107	ADR	wrecking my sleep
340310666348990464	-	-	noADR	-
351514109889617920	91	95	ADR	slur
341241156581068800	-	-	noADR	-
333777166175186944	49	69	ADR	erectile dysfunction
340448348303663104	38	43	ADR	dream
346344933545873408	-	-	noADR	-
353540795590123525	13	19	ADR	sweaty
353540795590123525	31	37	ADR	addict
333761920496726016	-	-	noADR	-
341947891008548864	-	-	noADR	-
348893372469100544	-	-	noADR	-
345367464135233537	-	-	noADR	-
347124997317345280	67	81	ADR	lucid dreaming
347124997317345280	86	101	ADR	sleep paralysis
340322403341201408	-	-	noADR	-
329969145821163520	72	77	ADR	shaky
329969145821163520	82	87	ADR	tired
329969145821163520	111	121	ADR	withdrawal
345455189119102976	45	49	ADR	flat
340613526244704256	71	81	ADR	withdrawls
340613526244704256	89	98	ADR	miserable
340613526244704256	118	123	ADR	angry
349252013076393985	112	121	ADR	addiction
344630199217958912	63	71	ADR	addicted
347345179704954880	-	-	noADR	-
350417200848445440	-	-	noADR	-
342482908101111810	81	100	ADR	gain alot of weight
349252454535274498	64	71	Indication	Crohn's
349252454535274498	75	89	ADR	felt like acid
349252454535274498	125	136	ADR	lupus flare
350136494134009856	32	38	ADR	hungry
351679516072087552	47	58	ADR	withdrawals
342210117292392448	18	33	ADR	sleep right now
336982086747561986	31	48	ADR	gained over 30lbs
336982086747561986	108	116	ADR	appetite
342024276129492992	129	140	ADR	dries mouth
352544481175801856	25	45	ADR	knocked me sidewards
349190810044096512	6	16	ADR	pooped out
343238435450015744	96	109	ADR	feel so drink
343238435450015744	112	128	ADR	cant really walk
343238435450015744	138	147	ADR	nauseated
332225282062823424	15	21	ADR	eating
329316938452971520	91	104	Indication	panic attacks
329316938452971520	110	114	ADR	fat.
343836978212642817	53	58	ADR	tired
343836978212642817	63	70	ADR	anxious
342088936824393728	0	28	ADR	can't even enjoy this banana
348376394746695680	28	44	ADR	sucidal thoughts
348376394746695680	47	55	ADR	insomnia
348376394746695680	58	70	ADR	feeling high
348376394746695680	77	90	ADR	unresponsible
348376394746695680	93	102	ADR	Dry mouth
342217867749621762	54	60	ADR	drowsy
347165168804966400	45	58	ADR	pains in head
347165168804966400	60	64	ADR	neck
347165168804966400	66	70	ADR	back
347165168804966400	72	75	ADR	hip
347165168804966400	80	84	ADR	legs
349418881426788352	84	94	ADR	joint pain
342560740818948096	18	25	ADR	thirsty
342560740818948096	48	70	ADR	mouth is painfully dry
342560740818948096	75	115	ADR	feels like the Sahara desert in my mouth
