328054168260595713	57	62	ADR	drunk	10016330
342425358307577857	-	-	noADR	-	-
343743102630125569	-	-	noADR	-	-
348210061308469248	-	-	noADR	-	-
349181683293102080	98	116	ADR	increase my weight	10047899
340690595683106816	59	82	ADR	sleep for like 12 hours	10020765
343843296742866946	-	-	noADR	-	-
352904485598797826	-	-	noADR	-	-
343602588542959617	-	-	noADR	-	-
342206454083764224	-	-	noADR	-	-
332558185632239616	-	-	noADR	-	-
340737923777445890	62	82	ADR	don't want to get up	10020765
348574980843372544	-	-	noADR	-	-
352699823213920256	0	28	ADR	Horrendous venlafaxine dream	10029412
340971326019891201	-	-	noADR	-	-
345388600810143744	-	-	noADR	-	-
332115528632127489	90	107	ADR	wrecking my sleep	10040984
340310666348990464	-	-	noADR	-	-
351514109889617920	91	95	ADR	slur	10013887
341241156581068800	-	-	noADR	-	-
333777166175186944	49	69	ADR	erectile dysfunction	10061461
340448348303663104	38	43	ADR	dream	10000125
346344933545873408	-	-	noADR	-	-
353540795590123525	13	19	ADR	sweaty	10020642
353540795590123525	31	37	ADR	addict	10013663
333761920496726016	-	-	noADR	-	-
341947891008548864	-	-	noADR	-	-
348893372469100544	-	-	noADR	-	-
345367464135233537	-	-	noADR	-	-
347124997317345280	67	81	ADR	lucid dreaming	10000125
347124997317345280	86	101	ADR	sleep paralysis	10041002
340322403341201408	-	-	noADR	-	-
329969145821163520	72	77	ADR	shaky	10044565
329969145821163520	82	87	ADR	tired	10016256
329969145821163520	111	121	ADR	withdrawal	10048010
345455189119102976	45	49	ADR	flat	10016759
340613526244704256	71	81	ADR	withdrawls	10048010
340613526244704256	89	98	ADR	miserable	10016322
340613526244704256	118	123	ADR	angry	10002368
349252013076393985	112	121	ADR	addiction	10013663
344630199217958912	63	71	ADR	addicted	10013663
347345179704954880	-	-	noADR	-	-
350417200848445440	-	-	noADR	-	-
342482908101111810	81	100	ADR	gain alot of weight	10047899
349252454535274498	64	71	Indication	Crohn's	10011401
349252454535274498	75	89	ADR	felt like acid	10006784
349252454535274498	125	136	ADR	lupus flare	10042945
350136494134009856	32	38	ADR	hungry	10020466
351679516072087552	47	58	ADR	withdrawals	10048010
342210117292392448	18	33	ADR	sleep right now	10041349
336982086747561986	31	48	ADR	gained over 30lbs	10047899
336982086747561986	108	116	ADR	appetite	10021654
342024276129492992	129	140	ADR	dries mouth	10013781
352544481175801856	25	45	ADR	knocked me sidewards	10041349
349190810044096512	6	16	ADR	pooped out	10016256
343238435450015744	96	109	ADR	feel so drink	10016330
343238435450015744	112	128	ADR	cant really walk	10053204
343238435450015744	138	147	ADR	nauseated	10028813
332225282062823424	15	21	ADR	eating	10021654
329316938452971520	91	104	Indication	panic attacks	10033664
329316938452971520	110	114	ADR	fat.	10047899
343836978212642817	53	58	ADR	tired	10016256
343836978212642817	63	70	ADR	anxious	10002855
342088936824393728	0	28	ADR	can't even enjoy this banana	10061428
348376394746695680	28	44	ADR	sucidal thoughts	10042458
348376394746695680	47	55	ADR	insomnia	10022437
348376394746695680	58	70	ADR	feeling high	10015535
348376394746695680	77	90	ADR	unresponsible	10061422
348376394746695680	93	102	ADR	Dry mouth	10013781
342217867749621762	54	60	ADR	drowsy	10041349
347165168804966400	45	58	ADR	pains in head	10019211
347165168804966400	60	64	ADR	neck	10028836
347165168804966400	66	70	ADR	back	10003988
347165168804966400	72	75	ADR	hip	10003239
347165168804966400	80	84	ADR	legs	10033425
349418881426788352	84	94	ADR	joint pain	10003239
342560740818948096	18	25	ADR	thirsty	10043458
342560740818948096	48	70	ADR	mouth is painfully dry	10013781
342560740818948096	75	115	ADR	feels like the Sahara desert in my mouth	10013781
